year,degree_of_injury,industry,sub_industry,incident_type,incident_agent,incident_agent_sub_type,no._of_injuries
2015,Minor,Manufacturing,"Manufacture of Wood & of Products of Wood & Cork, except Furniture; Manufacture of Articles of Straw & Plaiting Materials",Struck by Falling Objects,Others,Others - Wooden Items,2
2015,Minor,Manufacturing,"Manufacture of Wood & of Products of Wood & Cork, except Furniture; Manufacture of Articles of Straw & Plaiting Materials",Struck by Falling Objects,Vehicles,Vehicles - Forklifts,1
2015,Minor,Manufacturing,"Manufacture of Wood & of Products of Wood & Cork, except Furniture; Manufacture of Articles of Straw & Plaiting Materials",Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,3
2015,Minor,Manufacturing,"Manufacture of Wood & of Products of Wood & Cork, except Furniture; Manufacture of Articles of Straw & Plaiting Materials",Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,6
2015,Minor,Manufacturing,"Manufacture of Wood & of Products of Wood & Cork, except Furniture; Manufacture of Articles of Straw & Plaiting Materials",Struck by Moving Objects,Others,Others - Furniture and Fittings,1
2015,Minor,Manufacturing,"Manufacture of Wood & of Products of Wood & Cork, except Furniture; Manufacture of Articles of Straw & Plaiting Materials",Struck by Moving Objects,Others,Others - Goods/Cargo,1
2015,Minor,Manufacturing,"Manufacture of Wood & of Products of Wood & Cork, except Furniture; Manufacture of Articles of Straw & Plaiting Materials",Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),2
2015,Minor,Manufacturing,"Manufacture of Wood & of Products of Wood & Cork, except Furniture; Manufacture of Articles of Straw & Plaiting Materials",Struck by Moving Objects,Others,Others - Wooden Items,2
2015,Minor,Marine,Marine,Caught in/ betw Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,1
2015,Minor,Marine,Marine,Caught in/ betw Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,2
2015,Minor,Marine,Marine,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,5
2015,Minor,Marine,Marine,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,2
2015,Minor,Marine,Marine,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2015,Minor,Marine,Marine,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,1
2015,Minor,Marine,Marine,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,2
2015,Minor,Marine,Marine,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Overhead Cranes,1
2015,Minor,Marine,Marine,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Tower Cranes,1
2015,Minor,Marine,Marine,Caught in/ betw Objects,Means of Access,Means of Access - Scaffold,1
2015,Minor,Marine,Marine,Caught in/ betw Objects,Others,Others - Furniture and Fittings,5
2015,Minor,Marine,Marine,Caught in/ betw Objects,Others,Others - Goods/Cargo,1
2015,Minor,Marine,Marine,Caught in/ betw Objects,Others,Others - Metal Items (excluding knives/needles),29
2015,Minor,Marine,Marine,Caught in/ betw Objects,Physical Workplace,Physical Workplace - Structures,3
2015,Minor,Marine,Marine,Caught in/ betw Objects,Vehicles,Vehicles - Excavators,1
2015,Minor,Marine,Marine,Caught in/ betw Objects,Vehicles,Vehicles - Forklifts,6
2015,Minor,Marine,Marine,Caught in/ betw Objects,Vehicles,Vehicles - Motor vehicles,2
2015,Minor,Marine,Marine,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,3
2015,Minor,Marine,Marine,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,6
2015,Minor,Marine,Marine,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Drilling Machine,1
2015,Minor,Marine,Marine,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Guillotine Machine,1
2015,Minor,Marine,Marine,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Lathes or Milling Machine,1
2015,Minor,Marine,Marine,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,3
2015,Minor,Marine,Marine,Exposure to Extreme Temperatures,Industrial Machines,Others - Welding Equipment,3
2015,Minor,Marine,Marine,Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,1
2015,Minor,Marine,Marine,Exposure to Extreme Temperatures,Others,Others - Metal Items (excluding knives/needles),1
2015,Minor,Marine,Marine,Exposure to Extreme Temperatures,Pressurised Equipments,Pressurised Equipments - Others,1
2015,Minor,Marine,Marine,Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",6
2015,Minor,Marine,Marine,Exposure to Hazardous Substances,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,1
2015,Minor,Marine,Marine,Falls - Falls from Height,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,2
2015,Minor,Marine,Marine,Falls - Falls from Height,Means of Access,Means of Access - Ladders,9
2015,Minor,Marine,Marine,Falls - Falls from Height,Means of Access,Means of Access - Scaffold,8
2015,Minor,Marine,Marine,Falls - Falls from Height,Physical Workplace,Physical Workplace - Structures,7
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,1
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Gangway,3
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Others,2
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Scaffold,1
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,13
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Others,Others,3
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,2
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Others,Others - Goods/Cargo,2
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Others,Others - Human Factors,1
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Confined Space,1
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,21
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Structures,1
2015,Minor,Marine,Marine,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,5
2015,Minor,Marine,Marine,Fires & Explosion,Industrial Machines,Others - Welding Equipment,1
2015,Minor,Marine,Marine,Fires & Explosion,Others,Others,1
2015,Minor,Marine,Marine,Fires & Explosion,Pressurised Equipments,Pressurised Equipments - Others,2
2015,Minor,Marine,Marine,Others,Others,Others,2
2015,Minor,Marine,Marine,Over-exertion/Strenuous Movements,Means of Access,Means of Access - Ladders,3
2015,Minor,Marine,Marine,Over-exertion/Strenuous Movements,Means of Access,Means of Access - Others,1
2015,Minor,Marine,Marine,Over-exertion/Strenuous Movements,Others,Others - Goods/Cargo,2
2015,Minor,Marine,Marine,Over-exertion/Strenuous Movements,Others,Others - Human Factors,2
2015,Minor,Marine,Marine,Over-exertion/Strenuous Movements,Others,Others - Metal Items (excluding knives/needles),4
2015,Minor,Marine,Marine,Over-exertion/Strenuous Movements,Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2015,Minor,Marine,Marine,Physical Assault,Others,Others - Human Factors,1
2015,Minor,Marine,Marine,Stepping on Objects,Others,Others,1
2015,Minor,Marine,Marine,Stepping on Objects,Others,Others - Metal Items (excluding knives/needles),1
2015,Minor,Marine,Marine,Stepping on Objects,Others,Others - Wooden Items,1
2015,Minor,Marine,Marine,Striking against Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,2
2015,Minor,Marine,Marine,Striking against Objects,Industrial Machines,Industrial Machines - Others,1
2015,Minor,Marine,Marine,Striking against Objects,Means of Access,Means of Access - Gangway,1
2015,Minor,Marine,Marine,Striking against Objects,Means of Access,Means of Access - Scaffold,2
2015,Minor,Marine,Marine,Striking against Objects,Others,Others - Furniture and Fittings,1
2015,Minor,Marine,Marine,Striking against Objects,Others,Others - Metal Items (excluding knives/needles),10
2015,Minor,Marine,Marine,Striking against Objects,Physical Workplace,Physical Workplace - Structures,1
2015,Minor,Marine,Marine,Struck by Falling Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,4
2015,Minor,Marine,Marine,Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,4
2015,Minor,Marine,Marine,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2015,Minor,Marine,Marine,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,1
2015,Minor,Marine,Marine,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,2
2015,Minor,Marine,Marine,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Overhead Cranes,1
2015,Minor,Marine,Marine,Struck by Falling Objects,Means of Access,Means of Access - Scaffold,1
2015,Minor,Marine,Marine,Struck by Falling Objects,Others,Others,1
2015,Minor,Marine,Marine,Struck by Falling Objects,Others,Others - Furniture and Fittings,5
2015,Minor,Marine,Marine,Struck by Falling Objects,Others,Others - Goods/Cargo,1
2015,Minor,Marine,Marine,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),34
2015,Minor,Marine,Marine,Struck by Falling Objects,Others,Others - Wooden Items,1
2015,Minor,Marine,Marine,Struck by Falling Objects,Physical Workplace,Physical Workplace - Structures,1
2015,Minor,Marine,Marine,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,16
2015,Minor,Marine,Marine,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,22
2015,Minor,Marine,Marine,Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,1
2015,Minor,Marine,Marine,Struck by Moving Objects,Industrial Machines,Industrial Machines - Power Press,1
2015,Minor,Marine,Marine,Struck by Moving Objects,Industrial Machines,Industrial Machines - Transmission Machines,1
2015,Minor,Marine,Marine,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,2
2015,Minor,Marine,Marine,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2015,Minor,Marine,Marine,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Overhead Cranes,1
2015,Minor,Marine,Marine,Struck by Moving Objects,Means of Access,Means of Access - Gangway,1
2015,Minor,Marine,Marine,Struck by Moving Objects,Means of Access,Means of Access - Scaffold,2
2015,Minor,Marine,Marine,Struck by Moving Objects,Others,Others,1
2015,Minor,Marine,Marine,Struck by Moving Objects,Others,Others - Flying Fragments,3
2015,Minor,Marine,Marine,Struck by Moving Objects,Others,Others - Furniture and Fittings,3
2015,Minor,Marine,Marine,Struck by Moving Objects,Others,Others - Goods/Cargo,2
2015,Minor,Marine,Marine,Struck by Moving Objects,Others,Others - Human Factors,1
2015,Minor,Marine,Marine,Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),16
2015,Minor,Marine,Marine,Struck by Moving Objects,Pressurised Equipments,Pressurised Equipments - Others,1
2015,Minor,Marine,Marine,Struck by Moving Objects,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,2
2015,Minor,Marine,Marine,Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,2
2015,Minor,Marine,Marine,Work-related Traffic,Vehicles,Vehicles - Motor vehicles,1
2015,Minor,Mining & Quarrying,Mining & Quarrying,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Others,1
2015,Minor,Mining & Quarrying,Mining & Quarrying,Work-related Traffic,Vehicles,Vehicles - Motor vehicles,1
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,1
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,2
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,9
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Transmission Machines,4
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,2
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,4
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Overhead Cranes,2
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Means of Access,Means of Access - Ladders,1
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Others,Others,9
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Others,Others - Ceramic Items,1
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Others,Others - Furniture and Fittings,14
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Others,Others - Goods/Cargo,7
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Others,Others - Metal Items (excluding knives/needles),18
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Others,Others - Wooden Items,2
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Vehicles,Vehicles - Motor vehicles,13
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Vehicles,Vehicles - Others,2
2015,Minor,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Vehicles,Vehicles - Reach truck / stacker,2
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,26
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,24
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Drilling Machine,1
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Guillotine Machine,1
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,12
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Saws,10
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Transmission Machines,2
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Others,Others,10
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Others,Others - Ceramic Items,3
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Others,Others - Flying Fragments,1
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Others,Others - Furniture and Fittings,4
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Others,Others - Glass Items,15
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Others,Others - Goods/Cargo,2
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Others,Others - Knives and Needles,36
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Others,Others - Metal Items (excluding knives/needles),7
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,1
2015,Minor,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Vehicles,Vehicles - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Biological Materials,Others,"Others - Animals, Plants and Insects",43
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Biological Materials,Others,Others - Biological Substances,1
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Biological Materials,Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Extreme Temperatures,Industrial Machines,Industrial Machines - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Extreme Temperatures,Industrial Machines,Others - Welding Equipment,2
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Extreme Temperatures,Others,"Others - Dusts, Gas, Liquids and Chemicals",2
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Extreme Temperatures,Others,Others - Flying Fragments,2
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,17
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Extreme Temperatures,Vehicles,Vehicles - Excavators,1
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Extreme Temperatures,Vehicles,Vehicles - Motor vehicles,1
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Hazardous Substances,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Hazardous Substances,Industrial Machines,Industrial Machines - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",14
2015,Minor,Others,Activities Not Adequately Defined,Exposure to Hazardous Substances,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,1
2015,Minor,Others,Activities Not Adequately Defined,Falls - Falls from Height,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,3
2015,Minor,Others,Activities Not Adequately Defined,Falls - Falls from Height,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,3
2015,Minor,Others,Activities Not Adequately Defined,Falls - Falls from Height,Means of Access,Means of Access - Ladders,89
2015,Minor,Others,Activities Not Adequately Defined,Falls - Falls from Height,Means of Access,Means of Access - Scaffold,13
2015,Minor,Others,Activities Not Adequately Defined,Falls - Falls from Height,Means of Access,Means of Access - Stairs or Steps,1
2015,Minor,Others,Activities Not Adequately Defined,Falls - Falls from Height,Others,Others,4
2015,Minor,Others,Activities Not Adequately Defined,Falls - Falls from Height,Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2015,Minor,Others,Activities Not Adequately Defined,Falls - Falls from Height,Physical Workplace,Physical Workplace - Form Work,2
2015,Minor,Others,Activities Not Adequately Defined,Falls - Falls from Height,Physical Workplace,Physical Workplace - Roof,1
2015,Minor,Others,Activities Not Adequately Defined,Falls - Falls from Height,Physical Workplace,Physical Workplace - Structures,8
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Industrial Machines,Industrial Machines - Others,4
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Industrial Machines,Industrial Machines - Transmission Machines,2
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,2
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,3
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Gangway,1
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Others,11
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,97
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,Others,44
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,"Others - Animals, Plants and Insects",7
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,23
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,Others - Goods/Cargo,3
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,Others - Human Factors,4
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,Others - Knives and Needles,2
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),13
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,Others - Wooden Items,3
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,261
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Form Work,1
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Roof,1
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Structures,1
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Pressurised Equipments,Pressurised Equipments - Others,1
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,1
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,40
2015,Minor,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Fires & Explosion,Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2015,Minor,Others,Activities Not Adequately Defined,Fires & Explosion,Vehicles,Vehicles - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Others,Others,Others,7
2015,Minor,Others,Activities Not Adequately Defined,Others,Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2015,Minor,Others,Activities Not Adequately Defined,Others,Others,Others - Human Factors,2
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,1
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,3
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Industrial Machines,Industrial Machines - Others,6
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Means of Access,Means of Access - Ladders,4
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Means of Access,Means of Access - Stairs or Steps,2
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Others,Others,15
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Others,"Others - Animals, Plants and Insects",3
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Others,Others - Ceramic Items,1
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Others,Others - Furniture and Fittings,5
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Others,Others - Goods/Cargo,24
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Others,Others - Human Factors,37
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Others,Others - Metal Items (excluding knives/needles),6
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Physical Workplace,Physical Workplace - Confined Space,1
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Physical Workplace,Physical Workplace - Floor/Level Surfaces,3
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Vehicles,Vehicles - Motor vehicles,3
2015,Minor,Others,Activities Not Adequately Defined,Over-exertion/Strenuous Movements,Vehicles,Vehicles - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Physical Assault,Others,Others - Human Factors,14
2015,Minor,Others,Activities Not Adequately Defined,Stepping on Objects,Means of Access,Means of Access - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Stepping on Objects,Others,Others,2
2015,Minor,Others,Activities Not Adequately Defined,Stepping on Objects,Others,Others - Ceramic Items,1
2015,Minor,Others,Activities Not Adequately Defined,Stepping on Objects,Others,Others - Furniture and Fittings,2
2015,Minor,Others,Activities Not Adequately Defined,Stepping on Objects,Others,Others - Glass Items,1
2015,Minor,Others,Activities Not Adequately Defined,Stepping on Objects,Others,Others - Metal Items (excluding knives/needles),6
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Industrial Machines,Industrial Machines - Others,8
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Industrial Machines,Industrial Machines - Transmission Machines,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifts and Hoists,2
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Means of Access,Means of Access - Ladders,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Means of Access,Means of Access - Others,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Others,Others,9
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Others,Others - Ceramic Items,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Others,Others - Electrical Installation,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Others,Others - Furniture and Fittings,28
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Others,Others - Glass Items,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Others,Others - Goods/Cargo,4
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Others,Others - Knives and Needles,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Others,Others - Metal Items (excluding knives/needles),22
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Others,Others - Wooden Items,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Physical Workplace,Physical Workplace - Structures,6
2015,Minor,Others,Activities Not Adequately Defined,Striking against Objects,Vehicles,Vehicles - Motor vehicles,4
